,clmno,pol_year,region,pol_no,usage_type,coverage,ultloss,acc_year
17995,CLM2014100003066,2013,region_6,2013OF21724,private,PD,296.2753785938613,2014
17996,CLM2014200000886,2013,region_6,2013OF21724,private,PD,1642.0994376928406,2014
17997,CLM2014100003155,2013,region_6,2013OF21783,private,PD,205.1917919649555,2014
17998,CLM2014100003210,2013,region_6,2013OF21815,private,PD,690.9734281298985,2014
17999,CLM2014100003267,2013,region_6,2013OF21844,private,PD,4946.355952846834,2014
18000,CLM2014200000946,2013,region_6,2013OF21844,private,PD,722.9215922032023,2014
18001,CLM2014100003332,2013,region_6,2013OF21884,private,PD,854.940679002795,2014
18002,CLM2014100003338,2013,region_6,2013OF21887,private,PD,356.7567555029194,2014
18003,CLM2014200000957,2013,region_6,2013OF21887,private,PD,4414.676921141544,2014
18004,CLM2014100003411,2013,region_6,2013OF21921,private,PD,1395.0962305651128,2014
18005,CLM2014100003413,2013,region_6,2013OF21923,private,PD,11157.844908959398,2014
18006,CLM2014100003438,2013,region_6,2013OF21939,private,PD,6681.853104392506,2014
18007,CLM2014200000996,2013,region_6,2013OF21947,private,PD,6677.411060292061,2014
18008,CLM2014100003483,2013,region_6,2013OF21959,private,PD,3583.2936398078095,2014
18009,CLM2014100003512,2013,region_6,2013OF21981,private,PD,1065.6193779936818,2014
18010,CLM2014100003518,2013,region_6,2013OF21984,private,PD,2236.7996601065315,2014
18011,CLM2014200001029,2013,region_6,2013OF22004,private,PD,2311.6701558418636,2014
18012,CLM2014100003585,2013,region_6,2013OF22016,private,PD,4593.9358330027535,2014
18013,CLM2014100003625,2013,region_6,2013OF22051,private,PD,3182.8059764163577,2014
18014,CLM2014100003629,2013,region_6,2013OF22055,private,PD,1961.9004475863826,2014
18015,CLM2014200001049,2013,region_6,2013OF22055,private,PD,3169.256950093442,2014
18016,CLM2014300000231,2013,region_6,2013OF22055,private,PD,351.3513277912439,2014
18017,CLM2014400000046,2013,region_6,2013OF22055,private,PD,660.0240448400566,2014
18018,CLM2014100003631,2013,region_6,2013OF22056,private,PD,7328.12176694237,2014
18019,CLM2014400000047,2013,region_6,2013OF22059,private,PD,5960.126545881645,2014
18020,CLM2014100003639,2013,region_6,2013OF22063,private,PD,16237.382421259945,2014
18021,CLM2014200001053,2013,region_6,2013OF22063,private,PD,35676.33791110409,2014
18022,CLM2014100003691,2013,region_6,2013OF22089,private,PD,375.82601198274045,2014
18023,CLM2014100003698,2013,region_6,2013OF22092,private,PD,2198.4606626652935,2014
18024,CLM2014200001070,2013,region_6,2013OF22092,private,PD,1117.6780132320528,2014
18025,CLM2014100003707,2013,region_6,2013OF22093,private,PD,933.7724334516149,2014
18026,CLM2014200001073,2013,region_6,2013OF22102,private,PD,2937.184322081797,2014
18027,CLM2014100003736,2013,region_6,2013OF22112,private,PD,2481.6866517761573,2014
18028,CLM2014100003762,2013,region_6,2013OF22134,private,PD,1482.8564453682586,2014
18029,CLM2014300000240,2013,region_6,2013OF22134,private,PD,8135.1130753898415,2014
18030,CLM2014100003787,2013,region_6,2013OF22152,private,PD,3654.284428514507,2014
18031,CLM2014100003811,2013,region_6,2013OF22165,private,PD,1968.6573982912125,2014
18032,CLM2014100003816,2013,region_6,2013OF22172,private,PD,2762.948779338571,2014
18033,CLM2014100003824,2013,region_6,2013OF22177,private,PD,1263.6489339590064,2014
18034,CLM2014200001100,2013,region_6,2013OF22177,private,PD,2384.4039050510573,2014
18035,CLM2014100003880,2013,region_6,2013OF22213,private,PD,1054.126191272867,2014
18036,CLM2014100003915,2013,region_6,2013OF22233,private,PD,433.6647408115539,2014
18037,CLM2014100003933,2013,region_6,2013OF22243,private,PD,2690.1125965044707,2014
18038,CLM2014100003955,2013,region_6,2013OF22255,private,PD,1116.6136249166536,2014
18039,CLM2014100004008,2013,region_6,2013OF22291,private,PD,4447.25845396245,2014
18040,CLM2014100004044,2013,region_6,2013OF22315,private,PD,4315.230620518916,2014
18041,CLM2014100004064,2013,region_6,2013OF22330,private,PD,550.1268128816339,2014
18042,CLM2014100004139,2013,region_6,2013OF22384,private,PD,2950.7432709285963,2014
18043,CLM2014300000263,2013,region_6,2013OF22384,private,PD,1926.382579981562,2014
18044,CLM2014400000055,2013,region_6,2013OF22384,private,PD,1339.4210353380681,2014
18045,CLM2014100004160,2013,region_6,2013OF22394,private,PD,1180.6134356137936,2014
18046,CLM2014100004206,2013,region_6,2013OF22420,private,PD,719.7061928663301,2014
18047,CLM2014100004215,2013,region_6,2013OF22424,private,PD,1744.0309273259081,2014
18048,CLM2014100004226,2013,region_6,2013OF22432,private,PD,68.97426474733497,2014
18049,CLM2014100004251,2013,region_6,2013OF22445,private,PD,1578.2375951725408,2014
18050,CLM2014100004261,2013,region_6,2013OF22449,private,PD,321.2609518185855,2014
18051,CLM2014100004269,2013,region_6,2013OF22450,private,PD,2629.102710239518,2014
18052,CLM2014100004323,2013,region_6,2013OF22486,private,PD,16330.441338772716,2014
18053,CLM2014200001230,2013,region_6,2013OF22486,private,PD,1690.5773043942697,2014
18054,CLM2014100004337,2013,region_6,2013OF22495,private,PD,1463.3102222087307,2014
18055,CLM2014100004362,2013,region_6,2013OF22503,private,PD,3254.0010350134776,2014
18056,CLM2014100004420,2013,region_6,2013OF22542,private,PD,775.1887548250538,2014
18057,CLM2014100004478,2013,region_6,2013OF22576,private,PD,759.3394264470431,2014
18058,CLM2014100004484,2013,region_6,2013OF22584,private,PD,2239.084905415588,2014
18059,CLM2014100004497,2013,region_6,2013OF22588,private,PD,5938.922767295964,2014
18060,CLM2014100004504,2013,region_6,2013OF22591,private,PD,991.8926584548152,2014
18061,CLM2014100004506,2013,region_6,2013OF22594,private,PD,534.3273137248691,2014
18062,CLM2014100004574,2013,region_6,2013OF22635,private,PD,2226.691487708159,2014
18063,CLM2014100004586,2013,region_6,2013OF22644,private,PD,1096.2851456502085,2014
18064,CLM2014200001315,2013,region_6,2013OF22648,private,PD,1392.718124866538,2014
18065,CLM2014100004614,2013,region_6,2013OF22654,private,PD,1830.142209133874,2014
18066,CLM2014200001326,2013,region_6,2013OF22654,private,PD,281.1671715863863,2014
18067,CLM2014100004626,2013,region_6,2013OF22662,private,PD,2088.0699645788027,2014
18068,CLM2014100004631,2013,region_6,2013OF22666,private,PD,2967.967076104821,2014
18069,CLM2014200001358,2013,region_6,2013OF22734,private,PD,474.4053978033269,2014
18070,CLM2014100004789,2013,region_6,2013OF22776,private,PD,1557.2131353822022,2014
18071,CLM2014100004822,2013,region_6,2013OF22803,private,PD,2810.1738498728337,2014
18072,CLM2014100004832,2013,region_6,2013OF22812,private,PD,5501.722469924237,2014
18073,CLM2014200001393,2013,region_6,2013OF22812,private,PD,5434.415202254423,2014
18074,CLM2014100004897,2013,region_6,2013OF22859,private,PD,677.0790567877137,2014
18075,CLM2014100005007,2013,region_6,2013OF22925,private,PD,760.4246969126658,2014
18076,CLM2014100005085,2013,region_6,2013OF22974,private,PD,1711.3523078696683,2014
18077,CLM2014200001455,2013,region_6,2013OF22974,private,PD,73.7817665202367,2014
18078,CLM2014100005141,2013,region_6,2013OF23005,private,PD,5388.867963322599,2014
18079,CLM2014200001469,2013,region_6,2013OF23005,private,PD,2725.155099515228,2014
18080,CLM2014100005160,2013,region_6,2013OF23018,private,PD,1844.7155042259033,2014
18081,CLM2014200001477,2013,region_6,2013OF23019,private,PD,3677.3898687122532,2014
18082,CLM2014100005177,2013,region_6,2013OF23028,private,PD,1890.8645292837314,2014
18083,CLM2014100005202,2013,region_6,2013OF23057,private,PD,950.209635678838,2014
18084,CLM2014100005205,2013,region_6,2013OF23059,private,PD,101.11754150089698,2014
18085,CLM2014100005213,2013,region_6,2013OF23065,private,PD,635.5179826782166,2014
18086,CLM2014100005223,2013,region_6,2013OF23072,private,PD,6871.878481298723,2014
18087,CLM2014100005262,2013,region_6,2013OF23087,private,PD,394.03513190011114,2014
18088,CLM2014100005277,2013,region_6,2013OF23096,private,PD,929.0637588403235,2014
18089,CLM2014100005330,2013,region_6,2013OF23121,private,PD,2675.632084088511,2014
18090,CLM2014200001526,2013,region_6,2013OF23121,private,PD,299.96789262500243,2014
18091,CLM2014100005331,2013,region_6,2013OF23122,private,PD,472.3771298342592,2014
18092,CLM2014100005343,2013,region_6,2013OF23131,private,PD,14.370371992358317,2014
18093,CLM2014100005371,2013,region_6,2013OF23147,private,PD,924.7844342698174,2014
18094,CLM2014100005388,2013,region_6,2013OF23158,private,PD,470.62922902842797,2014
18095,CLM2014100005421,2013,region_6,2013OF23177,private,PD,979.8204603180228,2014
18096,CLM2014200001546,2013,region_6,2013OF23177,private,PD,1774.7307516968142,2014
18097,CLM2014100005481,2013,region_6,2013OF23206,private,PD,1174.7376624953322,2014
18098,CLM2014100005549,2013,region_6,2013OF23250,private,PD,420.1907549257296,2014
18099,CLM2014200001582,2013,region_6,2013OF23250,private,PD,268.44752224117843,2014
18100,CLM2014100005640,2013,region_6,2013OF23315,private,PD,7975.8911501508655,2014
18101,CLM2014100005642,2013,region_6,2013OF23316,private,PD,3291.9510445092933,2014
18102,CLM2014100005667,2013,region_6,2013OF23336,private,PD,2323.8839822926457,2014
18103,CLM2014100005685,2013,region_6,2013OF23351,private,PD,1467.1618403610269,2014
18104,CLM2014100005811,2013,region_6,2013OF23439,private,PD,3420.455911533899,2014
18105,CLM2014100005828,2013,region_6,2013OF23447,private,PD,205.73846318577716,2014
18106,CLM2014100005836,2013,region_6,2013OF23454,private,PD,1529.7814860896162,2014
18107,CLM2014100005856,2013,region_6,2013OF23465,private,PD,2017.065859945189,2014
18108,CLM2014100005898,2013,region_6,2013OF23501,private,PD,680.0526748687543,2014
18109,CLM2014200001686,2013,region_6,2013OF23501,private,PD,635.2701304523492,2014
18110,CLM2014100005916,2013,region_6,2013OF23512,private,PD,1260.2164311759516,2014
18111,CLM2014200001692,2013,region_6,2013OF23512,private,PD,1486.3594481584555,2014
18112,CLM2014200001693,2013,region_6,2013OF23514,private,PD,439.9461767264254,2014
18113,CLM2014400000074,2013,region_6,2013OF23514,private,PD,858.092797631203,2014
18114,CLM2014100006040,2013,region_6,2013OF23585,private,PD,2069.3986666563596,2014
18115,CLM2014100006172,2013,region_6,2013OF23667,private,PD,344.2558840600283,2014
18116,CLM2014100006173,2013,region_6,2013OF23668,private,PD,626.8337472124498,2014
18117,CLM2014100006234,2013,region_6,2013OF23722,private,PD,16477.113051287637,2014
18118,CLM2014200001785,2013,region_6,2013OF23722,private,PD,9765.954786348455,2014
18119,CLM2014100006257,2013,region_6,2013OF23740,private,PD,7916.099480015503,2014
18120,CLM2014100006280,2013,region_6,2013OF23757,private,PD,2005.6617156504194,2014
18121,CLM2014200001799,2013,region_6,2013OF23757,private,PD,598.1290416216825,2014
18122,CLM2014300000389,2013,region_6,2013OF23757,private,PD,1290.9657198185255,2014
18123,CLM2014100006299,2013,region_6,2013OF23769,private,PD,3498.7802915863526,2014
18124,CLM2014200001806,2013,region_6,2013OF23771,private,PD,855.1823000420242,2014
18125,CLM2014100006321,2013,region_6,2013OF23780,private,PD,2231.6911048472693,2014
18126,CLM2014200001847,2013,region_6,2013OF23843,private,PD,2617.15651831089,2014
18127,CLM2014100006428,2013,region_6,2013OF23845,private,PD,1497.629099861288,2014
18128,CLM2014200001848,2013,region_6,2013OF23845,private,PD,1182.9167206585641,2014
18129,CLM2014100006429,2013,region_6,2013OF23847,private,PD,2029.2379306879968,2014
18130,CLM2014100006463,2013,region_6,2013OF23862,private,PD,854.9099275799864,2014
18131,CLM2014100006499,2013,region_6,2013OF23890,private,PD,3515.4346812146487,2014
18132,CLM2014100006517,2013,region_6,2013OF23902,private,PD,4203.228992175307,2014
18133,CLM2014100006626,2013,region_6,2013OF23961,private,PD,1622.9892050175342,2014
18134,CLM2014200001897,2013,region_6,2013OF23961,private,PD,1372.1736215225865,2014
18135,CLM2014100006648,2013,region_6,2013OF23971,private,PD,1091.9269768118156,2014
18136,CLM2014100006657,2013,region_6,2013OF23976,private,PD,1275.0681856480833,2014
18137,CLM2014200001905,2013,region_6,2013OF23976,private,PD,911.226768766841,2014
18138,CLM2014300000413,2013,region_6,2013OF23976,private,PD,1766.8672151299609,2014
18139,CLM2014100006667,2013,region_6,2013OF23986,private,PD,1568.4803219767034,2014
18140,CLM2014200001911,2013,region_6,2013OF23986,private,PD,2299.100419745065,2014
18141,CLM2014200001931,2013,region_6,2013OF24022,private,PD,1182.4976810114008,2014
18142,CLM2014300000418,2013,region_6,2013OF24022,private,PD,1092.5225778935533,2014
18143,CLM2014100006750,2013,region_6,2013OF24032,private,PD,295.75056240365814,2014
18144,CLM2014200001939,2013,region_6,2013OF24037,private,PD,4620.698292107487,2014
18145,CLM2014300000421,2013,region_6,2013OF24037,private,PD,18107.022320161766,2014
18146,CLM2014100006800,2013,region_6,2013OF24069,private,PD,2066.992389725503,2014
18147,CLM2014100006803,2013,region_6,2013OF24071,private,PD,2366.811678876218,2014
18148,CLM2014200001948,2013,region_6,2013OF24071,private,PD,5780.348812080649,2014
18149,CLM2014100006820,2013,region_6,2013OF24083,private,PD,448.7101973734891,2014
18150,CLM2014200001977,2013,region_6,2013OF24129,private,PD,6386.941337425976,2014
18151,CLM2014100006961,2013,region_6,2013OF24159,private,PD,267.9426921417409,2014
18152,CLM2014100006982,2013,region_6,2013OF24180,private,PD,3019.541740693211,2014
18153,CLM2014100007024,2013,region_6,2013OF24197,private,PD,2984.6558675975725,2014
18154,CLM2014100007077,2013,region_6,2013OF24226,private,PD,500.0787264662437,2014
18155,CLM2014100007113,2013,region_6,2013OF24252,private,PD,520.167349074229,2014
18156,CLM2014200002032,2013,region_6,2013OF24272,private,PD,2434.7428808646428,2014
18157,CLM2014100007226,2013,region_6,2013OF24321,private,PD,2174.191028264187,2014
18158,CLM2014100007227,2013,region_6,2013OF24322,private,PD,2868.96914493401,2014
18159,CLM2014100007252,2013,region_6,2013OF24332,private,PD,520.2814043895324,2014
18160,CLM2014200002064,2013,region_6,2013OF24332,private,PD,2746.0125075988562,2014
18161,CLM2014100007253,2013,region_6,2013OF24333,private,PD,2520.0845819208535,2014
18162,CLM2014100007272,2013,region_6,2013OF24343,private,PD,3583.579810597848,2014
18163,CLM2014100007335,2013,region_6,2013OF24381,private,PD,105.65542219797395,2014
18164,CLM2014100007346,2013,region_6,2013OF24388,private,PD,1388.589040381676,2014
18165,CLM2014200002130,2013,region_6,2013OF24483,private,PD,866.7548649035524,2014
18166,CLM2014100007533,2013,region_6,2013OF24506,private,PD,787.6323958222916,2014
18167,CLM2014200002138,2013,region_6,2013OF24506,private,PD,3024.9979040810676,2014
18168,CLM2014100007641,2013,region_6,2013OF24571,private,PD,4385.653824153993,2014
18169,CLM2014100007678,2013,region_6,2013OF24592,private,PD,1796.7350600396055,2014
18170,CLM2014100007681,2013,region_6,2013OF24596,private,PD,416.2844707817485,2014
18171,CLM2014100007713,2013,region_6,2013OF24617,private,PD,5333.5415471385295,2014
18172,CLM2014100007724,2013,region_6,2013OF24624,private,PD,975.9642469254912,2014
18173,CLM2014100007753,2013,region_6,2013OF24646,private,PD,212.8430109793361,2014
18174,CLM2014100007777,2013,region_6,2013OF24662,private,PD,2063.649951301992,2014
18175,CLM2014200002201,2013,region_6,2013OF24666,private,PD,980.8462669967289,2014
18176,CLM2014100007805,2013,region_6,2013OF24683,private,PD,1204.5300702438774,2014
18177,CLM2014100007910,2013,region_6,2013OF24763,private,PD,7204.1364311032,2014
18178,CLM2014100007916,2013,region_6,2013OF24769,private,PD,1607.5549671656838,2014
18179,CLM2014100007926,2013,region_6,2013OF24777,private,PD,571.8755785232327,2014
18180,CLM2014200002243,2013,region_6,2013OF24777,private,PD,3571.8631056105805,2014
18181,CLM2014100007932,2013,region_6,2013OF24782,private,PD,3062.17840959948,2014
18182,CLM2014200002244,2013,region_6,2013OF24782,private,PD,3504.604992275163,2014
18183,CLM2014100007962,2013,region_6,2013OF24806,private,PD,7939.729200468045,2014
18184,CLM2014300000491,2013,region_6,2013OF24806,private,PD,728.0984573229085,2014
18185,CLM2014100007999,2013,region_6,2013OF24826,private,PD,762.3677009388349,2014
18186,CLM2014100008044,2013,region_6,2013OF24871,private,PD,663.9068069558878,2014
18187,CLM2014100008110,2013,region_6,2013OF24911,private,PD,1394.1238964267814,2014
18188,CLM2014200002285,2013,region_6,2013OF24911,private,PD,1630.474140819731,2014
18189,CLM2014100008204,2013,region_6,2013OF24979,private,PD,8353.87249793658,2014
18190,CLM2014100008210,2013,region_6,2013OF24981,private,PD,4063.896665530677,2014
18191,CLM2014100008224,2013,region_6,2013OF24988,private,PD,3467.9672199168485,2014
18192,CLM2014100008245,2013,region_6,2013OF24996,private,PD,2666.299382717299,2014
18193,CLM2014300000517,2013,region_6,2013OF25064,private,PD,2174.9645356633096,2014
18194,CLM2014100008397,2013,region_6,2013OF25105,private,PD,338.32741508911073,2014
18195,CLM2014100008405,2013,region_6,2013OF25113,private,PD,1692.4674181055168,2014
18196,CLM2014100008456,2013,region_6,2013OF25150,private,PD,1871.0385917568037,2014
18197,CLM2014300000525,2013,region_6,2013OF25170,private,PD,3932.943596966929,2014
18198,CLM2014100008663,2013,region_6,2013OF25275,private,PD,50.79325233450554,2014
18199,CLM2014100008893,2013,region_6,2013OF25420,private,PD,104.30106726957413,2014
18200,CLM2014100008951,2013,region_6,2013OF25459,private,PD,1324.6664918120998,2014
18201,CLM2014100009020,2013,region_6,2013OF25515,private,PD,394.90663866083025,2014
18202,CLM2014100009032,2013,region_6,2013OF25523,private,PD,3158.1735286897765,2014
18203,CLM2014100009043,2013,region_6,2013OF25532,private,PD,2788.590416271163,2014
18204,CLM2014200002549,2013,region_6,2013OF25532,private,PD,349.3444859702822,2014
18205,CLM2014200002558,2013,region_6,2013OF25557,private,PD,4583.196180984903,2014
18206,CLM2014100009100,2013,region_6,2013OF25572,private,PD,1214.807854106583,2014
18207,CLM2014200002567,2013,region_6,2013OF25572,private,PD,566.0840021927709,2014
18208,CLM2014100009187,2013,region_6,2013OF25635,private,PD,467.5372616705534,2014
18209,CLM2014100009207,2013,region_6,2013OF25640,private,PD,1027.2269702040564,2014
18210,CLM2014100009214,2013,region_6,2013OF25650,private,PD,2288.8408758689093,2014
18211,CLM2014100009416,2013,region_6,2013OF25780,private,PD,5541.880117915258,2014
18212,CLM2014200002657,2013,region_6,2013OF25780,private,PD,1704.1277448137569,2014
18213,CLM2014100009435,2013,region_6,2013OF25789,private,PD,1920.93852793822,2014
18214,CLM2014200002669,2013,region_6,2013OF25812,private,PD,677.413478980472,2014
18215,CLM2014100009469,2013,region_6,2013OF25814,private,PD,1883.1001808596043,2014
18216,CLM2014100009486,2013,region_6,2013OF25825,private,PD,1430.8790913806854,2014
18217,CLM2014100009497,2013,region_6,2013OF25828,private,PD,2137.778547648173,2014
18218,CLM2014200002708,2013,region_6,2013OF25910,private,PD,1451.22519667831,2014
18219,CLM2014100009663,2013,region_6,2013OF25951,private,PD,2232.0591998947925,2014
18220,CLM2014100009694,2013,region_6,2013OF25961,private,PD,1282.0718841410844,2014
18221,CLM2014200002735,2013,region_6,2013OF25961,private,PD,110.80312646716678,2014
18222,CLM2014300000604,2013,region_6,2013OF25973,private,PD,414.22585539764236,2014
18223,CLM2014100009726,2013,region_6,2013OF25976,private,PD,1678.7662542601083,2014
18224,CLM2014100009728,2013,region_6,2013OF25977,private,PD,234.53122606624075,2014
18225,CLM2014200002751,2013,region_6,2013OF25987,private,PD,1954.5243545087833,2014
18226,CLM2014100009771,2013,region_6,2013OF26007,private,PD,8173.560710079426,2014
18227,CLM2014200002759,2013,region_6,2013OF26010,private,PD,1078.5949600836473,2014
18228,CLM2014100009832,2013,region_6,2013OF26042,private,PD,2492.239254226943,2014
18229,CLM2014200002780,2013,region_6,2013OF26058,private,PD,2672.4031745514458,2014
18230,CLM2014100009886,2013,region_6,2013OF26068,private,PD,665.0518838066607,2014
18231,CLM2014100009917,2013,region_6,2013OF26096,private,PD,2974.1299787400876,2014
18232,CLM2014100009931,2013,region_6,2013OF26104,private,PD,1009.4451263913976,2014
18233,CLM2014100009943,2013,region_6,2013OF26114,private,PD,1047.5968836150143,2014
18234,CLM2014300000615,2013,region_6,2013OF26114,private,PD,4323.951075088263,2014
18235,CLM2014100009957,2013,region_6,2013OF26121,private,PD,9826.221636784174,2014
18236,CLM2014100009996,2013,region_6,2013OF26148,private,PD,917.2445033574194,2014
18237,CLM2014200002816,2013,region_6,2013OF26148,private,PD,1899.7313256139473,2014
18238,CLM2014100010037,2013,region_6,2013OF26172,private,PD,516.4718418363066,2014
18239,CLM2014200002845,2013,region_6,2013OF26209,private,PD,2007.3985533134314,2014
18240,CLM2014100010111,2013,region_6,2013OF26232,private,PD,2087.067183558605,2014
18241,CLM2014200002853,2013,region_6,2013OF26232,private,PD,1466.0748007260797,2014
18242,CLM2014100010133,2013,region_6,2013OF26242,private,PD,667.1000771655422,2014
18243,CLM2014200002862,2013,region_6,2013OF26242,private,PD,6942.362585040888,2014
18244,CLM2014100010137,2013,region_6,2013OF26247,private,PD,439.8502771718137,2014
18245,CLM2014200002865,2013,region_6,2013OF26247,private,PD,1408.9170086186869,2014
18246,CLM2014200002873,2013,region_6,2013OF26274,private,PD,3891.8344452626093,2014
18247,CLM2014200002878,2013,region_6,2013OF26294,private,PD,7934.651682205591,2014
18248,CLM2014100010228,2013,region_6,2013OF26317,private,PD,8283.908962143865,2014
18249,CLM2014100010283,2013,region_6,2013OF26344,private,PD,889.8169070341361,2014
18250,CLM2014200002906,2013,region_6,2013OF26351,private,PD,198.58567105883927,2014
18251,CLM2014100010357,2013,region_6,2013OF26386,private,PD,1880.6279527771471,2014
18252,CLM2014100010380,2013,region_6,2013OF26397,private,PD,1930.2805212876328,2014
18253,CLM2014100010398,2013,region_6,2013OF26407,private,PD,3787.2960246252565,2014
18254,CLM2014300000643,2013,region_6,2013OF26407,private,PD,1171.952674069253,2014
18255,CLM2014100010487,2013,region_6,2013OF26470,private,PD,1358.7873937627694,2014
18256,CLM2014200002956,2013,region_6,2013OF26470,private,PD,1620.1500639657972,2014
18257,CLM2014100010551,2013,region_6,2013OF26510,private,PD,4256.624997074062,2014
18258,CLM2014100010584,2013,region_6,2013OF26534,private,PD,21309.60288881677,2014
18259,CLM2014200002987,2013,region_6,2013OF26534,private,PD,15844.524037403886,2014
18260,CLM2014200002996,2013,region_6,2013OF26559,private,PD,1249.7521591044822,2014
18261,CLM2014100010622,2013,region_6,2013OF26564,private,PD,2476.3839201096494,2014
18262,CLM2014200002998,2013,region_6,2013OF26564,private,PD,894.9803218198703,2014
18263,CLM2014300000662,2013,region_6,2013OF26597,private,PD,1916.7849661369432,2014
18264,CLM2014100010740,2013,region_6,2013OF26633,private,PD,1172.8725451690414,2014
18265,CLM2014100010769,2013,region_6,2013OF26647,private,PD,1101.6652162504188,2014
18266,CLM2014200003037,2013,region_6,2013OF26647,private,PD,2768.0613240947405,2014
18267,CLM2014200003040,2013,region_6,2013OF26649,private,PD,5018.05737138117,2014
18268,CLM2014100010801,2013,region_6,2013OF26673,private,PD,1094.205730900553,2014
18269,CLM2014100010888,2013,region_6,2013OF26727,private,PD,10560.870906973576,2014
18270,CLM2014100011015,2013,region_6,2013OF26806,private,PD,1218.179496747333,2014
18271,CLM2014200003106,2013,region_6,2013OF26806,private,PD,153.66093516769183,2014
18272,CLM2014300000690,2013,region_6,2013OF26806,private,PD,2044.120201217025,2014
18273,CLM2014100011076,2013,region_6,2013OF26851,private,PD,2101.0566132358276,2014
18274,CLM2014100011154,2013,region_6,2013OF26892,private,PD,62.583872462188424,2014
18275,CLM2014200003147,2013,region_6,2013OF26894,private,PD,498.3634291022487,2014
18276,CLM2014100011158,2013,region_6,2013OF26895,private,PD,1169.7142291435744,2014
18277,CLM2014100011184,2013,region_6,2013OF26915,private,PD,794.9515737944706,2014
18278,CLM2014100011185,2013,region_6,2013OF26916,private,PD,11195.263314636093,2014
18279,CLM2014200003157,2013,region_6,2013OF26916,private,PD,1046.9839399270193,2014
18280,CLM2014300000699,2013,region_6,2013OF26916,private,PD,4412.0285238349725,2014
18281,CLM2014100011186,2013,region_6,2013OF26917,private,PD,107.8908156386113,2014
18282,CLM2014100011224,2013,region_6,2013OF26937,private,PD,481.11467390073915,2014
18283,CLM2014100011316,2013,region_6,2013OF26994,private,PD,30.672597836977936,2014
18284,CLM2014100011415,2013,region_6,2013OF27061,private,PD,1198.3772645692839,2014
18285,CLM2014200003216,2013,region_6,2013OF27062,private,PD,2343.1929877284224,2014
18286,CLM2014300000717,2013,region_6,2013OF27062,private,PD,6702.025039524311,2014
18287,CLM2014100011457,2013,region_6,2013OF27091,private,PD,3058.6040755632584,2014
18288,CLM2014100011478,2013,region_6,2013OF27109,private,PD,2909.3962848660735,2014
18289,CLM2014100011501,2013,region_6,2013OF27125,private,PD,659.7664413829026,2014
18290,CLM2014200003243,2013,region_6,2013OF27125,private,PD,1410.6204733882207,2014
18291,CLM2014100011503,2013,region_6,2013OF27127,private,PD,493.703590558527,2014
18292,CLM2014100011514,2013,region_6,2013OF27134,private,PD,1289.1060861284343,2014
18293,CLM2014200003250,2013,region_6,2013OF27134,private,PD,310.4583300776047,2014
18294,CLM2014100011608,2013,region_6,2013OF27186,private,PD,2612.1624551744426,2014
18295,CLM2014100011652,2013,region_6,2013OF27211,private,PD,1506.9835058107512,2014
18296,CLM2014100011690,2013,region_6,2013OF27247,private,PD,3731.1638563721604,2014
18297,CLM2014100011706,2013,region_6,2013OF27258,private,PD,750.4302547657137,2014
18298,CLM2014100011775,2013,region_6,2013OF27302,private,PD,707.824915821286,2014
18299,CLM2014200003338,2013,region_6,2013OF27352,private,PD,55.204321867478065,2014
18300,CLM2014300000750,2013,region_6,2013OF27352,private,PD,273.0973287076869,2014
18301,CLM2014400000144,2013,region_6,2013OF27352,private,PD,14914.287038830456,2014
18302,CLM2014500000019,2013,region_6,2013OF27352,private,PD,5735.371767955948,2014
18303,CLM2014100011853,2013,region_6,2013OF27353,private,PD,4078.946000035286,2014
18304,CLM2014200003339,2013,region_6,2013OF27353,private,PD,3937.814724420795,2014
18305,CLM2014100011900,2013,region_6,2013OF27389,private,PD,9600.0248944502,2014
18306,CLM2014100011921,2013,region_6,2013OF27400,private,PD,721.2038762233237,2014
18307,CLM2014100011922,2013,region_6,2013OF27402,private,PD,331.2728332665463,2014
18308,CLM2014100011962,2013,region_6,2013OF27433,private,PD,1003.3732027224926,2014
18309,CLM2014100011969,2013,region_6,2013OF27436,private,PD,1830.7365822095649,2014
18310,CLM2014200003386,2013,region_6,2013OF27450,private,PD,851.6646110255456,2014
18311,CLM2014100012052,2013,region_6,2013OF27477,private,PD,1069.581476241822,2014
18312,CLM2014100012081,2013,region_6,2013OF27495,private,PD,316.23943606847905,2014
18313,CLM2014100012086,2013,region_6,2013OF27497,private,PD,984.2478309111923,2014
18314,CLM2014100012103,2013,region_6,2013OF27507,private,PD,1136.8344585362106,2014
18315,CLM2014100012199,2013,region_6,2013OF27577,private,PD,4046.1856500471204,2014
18316,CLM2014100012269,2013,region_6,2013OF27627,private,PD,411.5227537583537,2014
18317,CLM2014100012306,2013,region_6,2013OF27647,private,PD,193.03209712586704,2014
18318,CLM2014200003456,2013,region_6,2013OF27647,private,PD,1111.219041854293,2014
18319,CLM2014100012318,2013,region_6,2013OF27657,private,PD,5086.002440108976,2014
18320,CLM2014100012325,2013,region_6,2013OF27663,private,PD,2145.9473557414567,2014
18321,CLM2014200003463,2013,region_6,2013OF27663,private,PD,1944.4368186161107,2014
18322,CLM2014300000773,2013,region_6,2013OF27663,private,PD,954.7430694093966,2014
18323,CLM2014100012335,2013,region_6,2013OF27674,private,PD,2567.4308186348417,2014
